ObjID,CvtName,CvtAliasOf,Producer(Y/N),SysNamePhrase,SysDescription,SysSignalSource,SysUnitsString,SysDataType,SysRangeLSB,SysDAL,Related JIRA #s,Origin,CvtDataType,Author Notes
1523,tcasRaUpAdvisory,,,TCAS RA Up Advisory,RA Up output received from CAS logic,TIO, -,Int,NA,Hazardous (B),,,Integer,
1520,tcasRaVerticalControl,,,TCAS RA Vertical Control,RA Vertical output received from CAS logic,TIO, -,Int,NA,Hazardous (B),,,Integer,
1524,SurfAvailable,,,SURF App Status,SURF status,TIO, -,Int,NA,Hazardous (B),,,Integer,
1526,AirbAvailable,,,Airb App Status,AIRB status,TIO, -,Int,NA,Hazardous (B),,,Integer,
1529,VsaAvailable,,,VSA App Status,VSA status,TIO, -,Int,NA,Hazardous (B),,,Integer,
1527,ItpAvailable,,,ITP App Status,ITP status,TIO, -,Int,NA,Hazardous (B),,,Integer,
1530,tcasCavsAvailable,,,CAVS App Status,CAVS status,TIO, -,Int,NA,Hazardous (B),,,Integer,
1843,tcasImAvailable,,,Interval Management Status,Availability of Interval Management,TIO, -,Int,NA,Hazardous (B),,,Integer,
1844,tcasValid,,,TCAS Valid,TCAS System Status Discrete Output,TIO, -,Bool,NA,Hazardous (B),,,Boolean,
1525,cavsDesignatedTrafficIdentified,,,CAVS Designated Traffic Identified,Source from CAVS Application,TIO, -,Int,NA,Hazardous (B),,,Integer,
1528,cavsAlert,,,CAVS Alert,Source from CAVS Application,TIO, -,Int,NA,Hazardous (B),,,Integer,
1531,tcasVoiceReqLevelOff,,,TCAS Voice Request Level Off,voice request based on TCAS current Advisory for Level Off,TIO, -,Int,NA,Hazardous (B),,,Integer,
1536,tcasVoiceReqClearofConflict,,,TCAS Voice Request Clear of Conflict,voice request based on TCAS current Advisory for Clear of Conflict,TIO, -,Int,NA,Hazardous (B),,,Integer,
1543,tcasVoiceReqIncreaseClimb,,,TCAS Voice Request Increase Climb,voice request based on TCAS current Advisory for Increase Climb,TIO, -,Int,NA,Hazardous (B),,,Integer,
1532,tcasVoiceReqIncreaseDescent,,,TCAS Voice Request Increase Descent,voice request based on TCAS current Advisory for Increase Descent,TIO, -,Int,NA,Hazardous (B),,,Integer,
1546,tcasVoiceReqClimb,,,TCAS Voice Request Climb,voice request based on TCAS current Advisory for Climb,TIO, -,Int,NA,Hazardous (B),,,Integer,
1542,tcasVoiceReqXngClimb,,,TCAS Voice Request Xng Climb,voice request based on TCAS current Advisory for Xng Climb,TIO, -,Int,NA,Hazardous (B),,,Integer,
1535,tcasVoiceReqClimbNow,,,TCAS Voice Request Climb Now,voice request based on TCAS current Advisory for Climb Now,TIO, -,Int,NA,Hazardous (B),,,Integer,
1544,tcasVoiceReqDescend,,,TCAS Voice Request Descend,voice request based on TCAS current Advisory for Descend,TIO, -,Int,NA,Hazardous (B),,,Integer,
1540,tcasVoiceReqXngDescent,,,TCAS Voice Request Xng Descend,voice request based on TCAS current Advisory for Xng Descend,TIO, -,Int,NA,Hazardous (B),,,Integer,
1545,tcasVoiceReqDescendNow,,,TCAS Voice Request Descend Now,voice request based on TCAS current Advisory for Descend Now,TIO, -,Int,NA,Hazardous (B),,,Integer,
1538,tcasVoiceReqMntnVs,,,TCAS Voice Request Mntn Vs,voice request based on TCAS current Advisory for Mntn Vs,TIO, -,Int,NA,Hazardous (B),,,Integer,
1539,tcasVoiceReqMntnVsXng,,,TCAS Voice Request Mntn Vs Xng,voice request based on TCAS current Advisory for Mntn Vs Xng,TIO, -,Int,NA,Hazardous (B),,,Integer,
1534,tcasVoiceReqMonVs,,,TCAS Voice Request Mon Vs,voice request based on TCAS current Advisory for Mon Vs,TIO, -,Int,NA,Hazardous (B),,,Integer,
1541,tcasVoiceReqTraff1,,,TCAS Voice Request Traffic,voice request based on TCAS current Advisory for Traffic,TIO, -,Int,NA,Hazardous (B),,,Integer,
1537,tcasVoiceReqTraff2,,,TCAS Voice Request Traffic Traffic,voice request based on TCAS current Advisory for Traffic Traffic,TIO, -,Int,NA,Hazardous (B),,,Integer,
1533,tcasVoiceCavsMinimumRange,,,TCAS Voice Request CAVS Alert,voice request based on TCAS current Advisory for CAVS Alert,TIO, -,Int,NA,Hazardous (B),,,Integer,
1547,tcasLabel350Bit14,,,Label 350 bit 14,set when Radio Alt input 1 Inactive,TIO, -,Bool,NA,Hazardous (B),,,Boolean,
1550,tcasLabel350Bit15,,,Label 350 bit 15,set when Radio Alt input 2 Inactive,TIO, -,Bool,NA,Hazardous (B),,,Boolean,
1555,tcasLabel350Bit16,,,Label 350 bit 16,ATC/Mode S Transponder #1 ,TIO, -,Bool,NA,Hazardous (B),,,Boolean,
1554,tcasLabel350Bit17,,,Label 350 bit 17,ATC/Mode S Transponder #2 ,TIO, -,Bool,NA,Hazardous (B),,,Boolean,
1551,tcasLabel350Bit18,,,Label 350 bit 18,Attitude Input Bus Status ,TIO, -,Bool,NA,Hazardous (B),,,Boolean,
1552,tcasLabel350Bit19,,,Label 350 bit 19,Magnetic Heading Input Bus Status ,TIO, -,Bool,NA,Hazardous (B),,,Boolean,
1553,tcasLabel350Bit21,,,Label 350 bit 21,Flight Performance Input Bus Status ,TIO, -,Bool,NA,Hazardous (B),,,Boolean,
1549,tcasLabel350Bit25,,,Label 350 bit 25,RA 1 Display System Status ,TIO, -,Bool,NA,Hazardous (B),,,Boolean,
1556,tcasLabel350Bit26,,,Label 350 bit 26,RA 2 Display System Status ,TIO, -,Bool,NA,Hazardous (B),,,Boolean,
1548,tcasLabel352Bit11,,,Label 352 bit 11,TCAS Hybrid Surveillance Status ,TIO, -,Bool,NA,Hazardous (B),,,Boolean,
1557,AuralAdvisoryCorrective,,,Aural Advisory Corrective,Corrective Aural Advisory,TIO, -,Bool,NA,Hazardous (B),,,Boolean,
1558,AuralAdvisoryPreventive,,,Aural Advisory Preventive,Preventive Aural Advisory,TIO, -,Bool,NA,Hazardous (B),,,Boolean,
1559,AuralAdvisoryTraffic,,,Aural Advisory Traffic,Traffic Aural Advisory,TIO, -,Bool,NA,Hazardous (B),,,Boolean,
1560,DTIFOutputEnable,,,DTIF output enable,derived from label 013 DTIF Transmit and DTIF Enable Config Input,TIO, -,Bool,NA,Hazardous (B),,,Boolean,
1561,tcasVoiceTcasSTBY,,,TCAS Voice Standby,TCAS Standby voice request,TIO, -,Int,NA,Hazardous (B),,,Integer,
1563,cfgAircraftCategory,,Yes,XPDR_aircraft_category,Aircraft Category Selection,CM, -,Int,1,Hazardous (B),,RTCA DO-181(),Integer,
1564,cfgAircraftLength,,Yes,XPDR_Aircraft_Length,Aircraft Length in meters,CM,m,Real,1,Hazardous (B),,RTCA DO-181(),Float,
1565,cfgAircraftWidth,,Yes,XPDR_Aircraft_Width,Aircraft Width in meters,CM,m,Real,1,Hazardous (B),,RTCA DO-181(),Float,
1566,cfgXpdrAdsbOutEnable,,Yes,XPDR_ADSB_Out_Enable,XPDR ADS-B Output Enable (1-Enable),CM, -,Bool,NA,Hazardous (B),,,Boolean,
2030,cfgXpdrAdsbOutEnable,,No,XPDR ADS-B Out Enable (xpdr),,,,,,Hazardous (B),,,High-precision Float,
1567,cfgMaximumAirspeed,,Yes,Maximum Airspeed,Aircraft Maximum Normal Operating Airspeed ,CM,kts,Int,1,Hazardous (B),,RTCA DO-181(),Integer,
1568,cfgModeSAddress,,Yes,XPDR_Mode_S_Address,Aircraft Mode S Address (use first 24-bits),CM, -,Int,1,Hazardous (B),,RTCA DO-181(),Integer,
2028,cfgModeSAddress,,No,Own Aircraft Mode S Address (xpdr),,,,,,Hazardous (B),,,High-precision Float,
1569,cfgXpdrEnable,,Yes,XPDR_INTERNAL_ENABLE,XPDR function in TXD Enable (1-Enable),CM, -,Bool,NA,Hazardous (B),,,Boolean,
1570,cfgEmitterCategory,,Yes,XPDR_emitter_category,XPDR ADS-B Emitter Category,CM, -,Int,1,Hazardous (B),,RTCA DO-181(),Integer,
1571,cfgDualGps,,Yes,XPDR_dual_GPS_installed,Single or Dual GPS receivers installed(1-Dual),CM, -,Bool,NA,Hazardous (B),,,Boolean,
1572,cfgNacv34Enable,,Yes,XPDR_NACv_3_and_4,Allow Navigation Accuracy Category Velocity(NACv) to 3 or 4,CM, -,Bool,NA,Hazardous (B),,,Boolean,
1573,cfgNacv,,Yes,XPDR_NACv,Navigation Accuracy Category Velocity(NACv) for the installation,CM, -,Int,1,Hazardous (B),,,Integer,
1574,cfg1090ESIn,,Yes,XPDR_1090_In_capability,Aircraft Installation has capability to receive 1090ES IN(1-True),CM, -,Bool,NA,Hazardous (B),,RTCA DO-181(),Boolean,
1575,cfgUatIn,,Yes,XPDR_UAT_In_capability,Aircraft Installation has capability to receive UAT IN(1-True),CM, -,Bool,NA,Hazardous (B),,RTCA DO-181(),Boolean,
1576,cfgSDI,,Yes,Source/Destination Identifier,Source/Destination Identifier,CM, -,Int,1,Hazardous (B),,RTCA DO-181(),Integer,
1577,cfgXPDRSDA,,Yes,XPDR_SDA,XPDR Software & Hardware Design Assurance Level ,CM, -,Int,1,Hazardous (B),,RTCA DO-181(),Integer,
1578,cfgAircraftIdentification,cfgAircraftRegistration,Yes,XPDR_Aircraft_Registration_Data,Aircrft Registration Number,CM, -,String,NA,Hazardous (B),,RTCA DO-181(),String,
1579,cfgXpdrActive,,Yes,Xpdr Active,Xpdr Active Status (1-Active),CM, -,Bool,NA,Hazardous (B),,,Boolean,
1580,xpdrRaReport,,Yes,RA Report Status,TCAS RA Report Indication,XPDR, -,Bool,NA,Hazardous (B),,,Boolean,
1581,xpdrAircraftIdentificationChar1,,Yes,Aircraft Identification Char 1,XPDR Aircraft Identification in Label 301,XPDR, -,Int,1,Hazardous (B),,,Integer,
1582,xpdrAircraftIdentificationChar2,,Yes,Aircraft Identification Char 2,XPDR Aircraft Identification in Label 301,XPDR, -,Int,1,Hazardous (B),,,Integer,
1583,xpdrAircraftIdentificationChar3,,Yes,Aircraft Identification Char 3,XPDR Aircraft Identification in Label 301,XPDR, -,Int,1,Hazardous (B),,,Integer,
1584,xpdrAircraftIdentificationChar4,,Yes,Aircraft Identification Char 4,XPDR Aircraft Identification in Label 302,XPDR, -,Int,1,Hazardous (B),,,Integer,
1585,xpdrAircraftIdentificationChar5,,Yes,Aircraft Identification Char 5,XPDR Aircraft Identification in Label 302,XPDR, -,Int,1,Hazardous (B),,,Integer,
1586,xpdrAircraftIdentificationChar6,,Yes,Aircraft Identification Char 6,XPDR Aircraft Identification in Label 302,XPDR, -,Int,1,Hazardous (B),,,Integer,
1587,xpdrAircraftIdentificationChar7,,Yes,Aircraft Identification Char 7,XPDR Aircraft Identification in Label 303,XPDR, -,Int,1,Hazardous (B),,,Integer,
1588,xpdrUpperSQFail,,Yes,Upper Squitter Fail,Uppder Squitter transmit fail (1-Failure),XPDR, -,Bool,NA,Hazardous (B),,,Boolean,
1589,xpdrLowerSQFail,,Yes,Lower Squitter Fail,Lower Squitter transmit fail (1-Failure),XPDR, -,Bool,NA,Hazardous (B),,,Boolean,
1590,xpdrTcasInputFail,,Yes,TCAS Input Fail,TCAS Input Data (1-Failure),XPDR, -,Bool,NA,Hazardous (B),,,Boolean,
1591,xpdrDataLinkABInactive,,Yes,Data Link AB Inactive,Data Link AB Inactive (1-Failure),XPDR, -,Bool,NA,Hazardous (B),,,Boolean,
1592,xpdrDataLinkCDInactive,,Yes,Data Link CD Inactive,Data Link CD Inactive (1-Failure),XPDR, -,Bool,NA,Hazardous (B),,,Boolean,
1593,xpdrAirGround1,,Yes,Air/Ground #1,"Air/Ground #1 (0-Airborne, 1-GND+ON)",XPDR, -,Bool,NA,Hazardous (B),,,Boolean,
1594,xpdrAirGround2,,Yes,Air/Ground #2,"Air/Ground #2 (0-Airborne, 1-GND+Auto)",XPDR, -,Bool,NA,Hazardous (B),,,Boolean,
1595,xpdrADSBOutFail,,Yes,ADS-B Out Inactive,XPDR ADS-B Out Inactive (1-Inactive),XPDR, -,Bool,NA,Hazardous (B),,,Boolean,
1596,xpdrExtendedSquitterDisable,,Yes,Extended Squitter Disable,Extended Squitter Disable (1-Disabled),XPDR, -,Bool,NA,Hazardous (B),,,Boolean,
1597,xpdrNacv,,Yes,NACv output,Navigation Accuracy Category Velocity(NACv) Output ,XPDR, -,Int,1,Hazardous (B),,,Integer,
1598,xpdrMode,,Yes,XPDR Mode Output,XPDR Mode Output,XPDR, -,Int,1,Hazardous (B),,,Integer,
1599,xpdrModeSAddressPart1,,Yes,Mode S Address Part1 value Part1,Aircraft Mode S Address in Label 275,XPDR, -,Int,1,Hazardous (B),,,Integer,
1600,xpdrModeSAddressPart2,,Yes,Mode S Address Part2 value Part2,Aircraft Mode S Address in Label 276,XPDR, -,Int,1,Hazardous (B),,,Integer,
1601,xpdrAircraftLengthWidthCode,,Yes,Length/Width Code,Length/Width Code,XPDR, -,Int,1,Hazardous (B),,,Integer,
1602,xpdrGpsAntennaPosition,,Yes,GPS Antenna Position,GPS Antenna Position (longitudinal offset),XPDR, -,Int,1,Hazardous (B),,,Integer,
1603,cmioControlInputAInactive,,Yes,Control Input A Inactive,Control Data Input A Inactive (Mode S/TCAS Cntrl Input),CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1604,cmioControlInputBInactive,,Yes,Control Input B Inactive,Control Data Input B Inactive (Mode S/TCAS Cntrl Input),CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1605,cmioADC1Inactive,,Yes,ADC1 Bus Inactive,Air Data System #1 Bus status.,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1606,cmioADC2Inactive,,Yes,ADC2 Bus Inactive,Air Data System #2 Bus status.,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1607,cmioCFDIUInputBusStatus,,Yes,CFDIU Input Bus Status,CFDIU Input Bus Status,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1608,cmioXFCUSelBaroRef,,Yes,Selected Baro Reference,"Baro Reference, for XPDR.",CIO, -,Int,1,Hazardous (B),,RTCA DO-181(),Integer,
2053,cmioXFCUSelBaroRef,,No,Baro Reference (xpdr),,,,,,Hazardous (B),,,High-precision Float,
1609,cmioCFDIUA429label301,,,CFDIU Aircraft Identification #1,Aircraft Identification Word 1 value from CFDIU for Maintenance.,CIO, -,String,NA,Hazardous (B),,,String,
1610,cmioCFDIUA429label302,,,CFDIU Aircraft Identification #2,Aircraft Identification Word 2 value from CFDIU for Maintenance.,CIO, -,String,NA,Hazardous (B),,,String,
1611,cmioCFDIUA429label303,,,CFDIU Aircraft Identification #3,Aircraft Identification Word 3 value from CFDIU for Maintenance.,CIO, -,String,NA,Hazardous (B),,,String,
1612,cmioCFDIUA429label304,,,CFDIU Aircraft Identification #4,Aircraft Identification Word 4 value from CFDIU for Maintenance.,CIO, -,String,NA,Hazardous (B),,,String,
1613,cmioCFDIUA429label040,,,CFDIU City Pair Word1,City Pair Word 1 value from CFDIU for Maintenance.,CIO, -,String,NA,Hazardous (B),,,String,
1614,cmioCFDIUA429label041,,,CFDIU City Pair Word2,City Pair Word 2 value from CFDIU for Maintenance.,CIO, -,String,NA,Hazardous (B),,,String,
1615,cmioCFDIUA429label042,,,CFDIU City Pair Word3,City Pair Word 3 value from CFDIU for Maintenance.,CIO, -,String,NA,Hazardous (B),,,String,
1616,cmioCFDIUA429label155,,,CFDIU Aircraft Configuration #1,Aircraft Configuration 1 value from CFDIU for Maintenance.,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1617,cmioCFDIUA429label156,,,CFDIU Aircraft Configuration #2,Aircraft Configuration 2 value from CFDIU for Maintenance.,CIO, -,Real,NA,Hazardous (B),,,High-precision Float,
1618,cmioCFDIUA429label227,,,CFDIU Bite Command,Bite Command Word value from CFDIU for Maintenance.,CIO, -,Real,NA,Hazardous (B),,,High-precision Float,
1619,cmioCFDIUA429label126,,,CFDIU Flight Phase,Flight Phase from CFDIU for Maintenance.,CIO, -,Int,1,Hazardous (B),,,Integer,
1620,cmioDMESDI,,,DME Selected SDI,SDI value of Selected DME.,CIO, -,Int,NA,Hazardous (B),,,Integer,
1621,cmioDMEMode,,,DME Selected Mode,Mode value from Selected DME.,CIO, -,Int,NA,Hazardous (B),,,Integer,
1622,cmioDMECode,,,DME Selected Code,Code value from Selected DME.,CIO, -,Int,NA,Hazardous (B),,,Integer,
1623,cmioDMEDisplay,,,DME Selected Display,Display value from Selected DME.,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1624,cmioDMEIdent,,,DME Selected Ident,Indent value from Selected DME.,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1625,cmioDME0pt05MHz,,,DME Selected 0.05MHz Frequency,0.05MHz Frequency value from Selected DME.,CIO,Hz,Bool,NA,Hazardous (B),,,Boolean,
1626,cmioDME0pt1MHz,,,DME Selected 0.1MHz Frequency,0.1MHz Frequency value from Selected DME.,CIO,Hz,Int,NA,Hazardous (B),,,Integer,
1627,cmioDME1MHz,,,DME Selected 1MHz Frequency,1MHz Frequency value from Selected DME,CIO,Hz,Int,NA,Hazardous (B),,,Integer,
1628,cmioDME10MHz,,,DME Selected 10MHz Frequency,10MHz Frequency value from Selected DME.,CIO,Hz,Int,NA,Hazardous (B),,,Integer,
1629,cmioDMESSM,,,DME Selected SSM,SSM value of Selected DME.,CIO, -,Int,NA,Hazardous (B),,,Integer,
1630,cmioXRadHeight1,,,Digital Radio Altitude #1,Digital Radio Altitude value from Radio Altimeter #1 for XPDR.,CIO,ft,Real,0.125,Hazardous (B),,,High-precision Float,
1631,cmioXRadHeight2,,,Digital Radio Altitude #2,Digital Radio Altitude value from Radio Altimeter #2 for XPDR.,CIO,ft,Real,0.125,Hazardous (B),,,High-precision Float,
1632,cmioXRadHeight3,,,Digital Radio Altitude #3,Digital Radio Altitude value from Radio Altimeter #3 for XPDR.,CIO,ft,Real,0.125,Hazardous (B),,,High-precision Float,
1633,cmioXRASelectedAlt,,,Selected Radio Altitude,Selected Radio Altitude value for XPDR,CIO,ft,Real,0.125,Hazardous (B),,RTCA DO-181(),High-precision Float,
1634,cmioModeSCtrlAltReporting,,,TCAS Altitude Reporting,TCAS Altitude Reporting value from TCAS control Panel for XPDR.,CIO, -,Bool,NA,Hazardous (B),,RTCA DO-181(),Boolean,
1635,cmioModeSCtrlSPI,,,TCAS SPI,TCAS SPI value from TCAS control Panel for XPDR.,CIO, -,Bool,NA,Hazardous (B),,RTCA DO-181(),Boolean,
1636,cmioModeSCtrlAltDataSrcSelect,,,TCAS Altitude Data Source Select,TCAS Altitude Data Source Select  value from TCAS control Panel for XPDR.,CIO, -,Int,NA,Hazardous (B),,RTCA DO-181(),Integer,
1637,cmioModeSCtrlIFRVFR,,,TCAS IFR VFR,TCAS IFR VFR  value from TCAS control Panel for XPDR.,CIO, -,Bool,NA,Hazardous (B),,RTCA DO-181(),Boolean,
1638,cmioModeSCtrl4096IdentCode,,,TCAS Ident Code,TCAS Ident Code value from TCAS control Panel for XPDR.,CIO, -,Int,NA,Hazardous (B),,RTCA DO-181(),Integer,
1639,cmioTCASModeSCtrlAltReporting1,,,TCAS Altitude Reporting #1,TCAS Altitude Reporting from both TA/RA Bus of TCAS control Panel.,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1640,cmioTCASModesCtrlSPI1,,,TCAS SPI #1,TCAS SPI from both TA/RA Bus of TCAS control Panel.,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1641,cmioTCASModeSCtrlDispCtrl1,,,TCAS Display Control #1,TCAS Display Control from both TA/RA Bus of TCAS control Panel.,CIO, -,Int,NA,Hazardous (B),,,Integer,
1642,cmioTCASModeSCtrlSLCtrl1,,,TCAS Sensitivity Level Control #1,TCAS Sensitivity Level Control from both TA/RA Bus of TCAS control Panel.,CIO, -,Int,NA,Hazardous (B),,,Integer,
1643,cmioTCASModeSCtrl4096IdentCode1,,,TCAS Ident Code #1,TCAS Ident Code from both TA/RA bus.,CIO, -,Int,NA,Hazardous (B),,,Integer,
1644,cmioTCASModeSCtrlAltReporting2,,,TCAS Altitude Reporting #2,TCAS Altitude Reporting from left TA/RA Bus of TCAS control Panel.,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1645,cmioTCASModeSCtrlSPI2,,,TCAS SPI #2,TCAS SPI from left TA/RA Bus of TCAS control Panel.,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1646,cmioTCASModeSCtrlDispCtrl2,,,TCAS Display Control #2,TCAS Display Control from left TA/RA Bus of TCAS control Panel.,CIO, -,Int,NA,Hazardous (B),,,Integer,
1647,cmioTCASModeSCtrlSLCtrl2,,,TCAS Sensitivity Level Control #2,TCAS Sensitivity Level Control from Left TA/RA Bus of TCAS control Panel.,CIO, -,Int,NA,Hazardous (B),,,Integer,
1648,cmioTCASModeSCtrl4096IdentCode2,,,TCAS Ident Code #2,TCAS Ident Code from left TA/RA bus of TCAS control Panel.,CIO, -,Int,NA,Hazardous (B),,,Integer,
1649,cmioTCASModeSCtrlAltReporting3,,,TCAS Altitude Reporting #3,TCAS Altitude Reporting from right TA/RA Bus  of TCAS control Panel.,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1650,cmioTCASModeSCtrlSPI3,,,TCAS SPI #3,TCAS SPI from Right TA/RA bus of TCAS control Panel.,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1651,cmioTCASModeSCtrlDispCtrl3,,,TCAS Display Control #3,TCAS Display Control from Right TA/RA bus  of TCAS control Panel.,CIO, -,Int,NA,Hazardous (B),,,Integer,
1652,cmioTCASModeSCtrlSLCtrl3,,,TCAS Sensitivity Level Control #3,TCAS Sensitivity Level from Right TA/RA bus of TCAS control Panel.,CIO, -,Int,NA,Hazardous (B),,,Integer,
1653,cmioTCASModeSCtrl4096IdentCode3,,,TCAS Ident Code #3,TCAS Ident Code from Right TA/RA bus of TCAS control Panel.,CIO, -,Int,NA,Hazardous (B),,,Integer,
1654,cmioTCASAltLimitA1,,,TCAS Altitude Limit A #1,TCAS Altitude Limit A  from both TA/RA bus  of TCAS control Panel.,CIO,ft,Int,NA,Hazardous (B),,,Integer,
1655,cmioTCASAltLimitB1,,,TCAS Altitude Limit B #1,TCAS Altitude Limit B from both TA/RA bus  of TCAS control Panel.,CIO,ft,Int,NA,Hazardous (B),,,Integer,
1656,cmioTCASAltLimitA2,,,TCAS Altitude Limit A #2,TCAS Altitude Limit A  from left TA/RA bus of TCAS control Panel.,CIO,ft,Int,NA,Hazardous (B),,,Integer,
1657,cmioTCASAltLimitB2,,,TCAS Altitude Limit B #2,TCAS Altitude Limit B from left TA/RA bus of TCAS control Panel.,CIO,ft,Int,NA,Hazardous (B),,,Integer,
1658,cmioTCASAltLimitA3,,,TCAS Altitude Limit A #3,TCAS Altitude Limit A  from right TA/RA bus of TCAS control Panel.,CIO,ft,Int,NA,Hazardous (B),,,Integer,
1659,cmioTCASAltLimitB3,,,TCAS Altitude Limit B #3,TCAS Altitude Limit B from right TA/RA bus of TCAS control Panel.,CIO,ft,Int,NA,Hazardous (B),,,Integer,
1660,cmioTCASCtrlIntruderAltMode1,,,TCAS Intruder Alt Mode #1,TCAS Intruder Alt Mode from both TA/RA bus. of TCAS control Panel.,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1661,cmioTCASCtrlAltSelect1,,,TCAS Altitude Select #1,TCAS Altitude Select from both TA/RA bus of TCAS control Panel.,CIO, -,Int,NA,Hazardous (B),,,Integer,
1662,cmioTCASCtrlTraffic1,,,TCAS All Traffic Threat Traffic #1,TCAS All Traffic Threat Traffic from both TA/RA bus  of TCAS control Panel.,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1663,cmioTCASCtrlDTIF1,,,TCAS DTIF #1,TCAS DTIF from both TA/RA bus of TCAS control Panel.,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1664,cmioTCASCtrlADSBCtrlSelect1,,,TCAS ADS-B Control Select #1,TCAS ADS-B Control Select from both TA/RA bus of TCAS control Panel.,CIO, -,Int,NA,Hazardous (B),,,Integer,
1665,cmioTCASCtrlRange1,,,TCAS Range #1,TCAS Range from both TA/RA bus of TCAS control Panel.,CIO,nM,Int,NA,Hazardous (B),,,Integer,
1666,cmioTCASCtrlIntruderAltMode2,,,TCAS Intruder Alt Mode #2,TCAS Intruder Alt Mode from left TA/RA bus. of TCAS control Panel.,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1667,cmioTCASCtrlAltSelect2,,,TCAS Altitude Select #2,TCAS Altitude Select from left TA/RA bus of TCAS control Panel.,CIO, -,Int,NA,Hazardous (B),,,Integer,
1668,cmioTCASCtrlTraffic2,,,TCAS All Traffic Threat Traffic #2,TCAS All Traffic Threat Traffic from left TA/RA bus of TCAS control Panel.,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1669,cmioTCASCtrlDTIF2,,,TCAS DTIF #2,TCAS DTIF from left TA/RA bus of TCAS control Panel.,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1670,cmioTCASCtrlADSBCtrlSelect2,,,TCAS ADS-B Control Select #2,TCAS ADS-B Control Select from left TA/RA bus of TCAS control Panel.,CIO, -,Int,NA,Hazardous (B),,,Integer,
1671,cmioTCASCtrlRange2,,,TCAS Range #2,TCAS Range from left TA/RA bus of TCAS control Panel.,CIO,nM,Int,NA,Hazardous (B),,,Integer,
1672,cmioTCASCtrlIntruderAltMode3,,,TCAS Intruder Alt Mode #3,TCAS Intruder Alt Mode from right TA/RA bus of TCAS control Panel.,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1673,cmioTCASCtrlAltSelect3,,,TCAS Altitude Select #3,TCAS Altitude Select from right TA/RA bus of TCAS control Panel.,CIO, -,Int,NA,Hazardous (B),,,Integer,
1674,cmioTCASCtrlTraffic3,,,TCAS All Traffic Threat Traffic #3,TCAS All Traffic Threat Traffic from right TA/RA bus of TCAS control Panel.,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1675,cmioTCASCtrlDTIF3,,,TCAS DTIF #3,TCAS DTIF from right TA/RA bus of TCAS control Panel.,CIO, -,Bool,NA,Hazardous (B),,,Boolean,
1676,cmioTCASCtrlADSBCtrlSelect3,,,TCAS ADS-B Control Select #3,TCAS ADS-B Control Select value from right TA/RA bus of TCAS control Panel.,CIO, -,Int,NA,Hazardous (B),,,Integer,
1677,cmioTCASCtrlRange3,,,TCAS Range #3,TCAS Range value from right TA/RA bus of TCAS control Panel.,CIO,nM,Int,NA,Hazardous (B),,,Integer,
1678,gps1Raw125UTCHours,,,Raw TCAS GPS UTC Hours #1,"UTC Hours value form GPS #1, for TCAS.",CIO, -,Float,NA,Hazardous (B),,,Float,
1679,gps1Raw125UTCMinutes,,,Raw TCAS GPS UTC Minute #1,"UTC Minute value form GPS #1, for TCAS.",CIO, -,Float,NA,Hazardous (B),,,Float,
1680,gps2Raw125UTCHours,,,Raw TCAS GPS UTC Hours #2,"UTC Hours value form GPS #2, for TCAS.",CIO, -,Float,NA,Hazardous (B),,,Float,
1681,gps2Raw125UTCMinutes,,,Raw TCAS GPS UTC Minute #2," UTC Minute value form GPS #2, for TCAS.",CIO, -,Float,NA,Hazardous (B),,,Float,
1682,cmioCFDIUA429label260,,,CFDIU Date,Date value from CFDIU for Maintenance.,CIO, -,Real,NA,Hazardous (B),,,High-precision Float,
1683,rawCFDIUA429label125,,,CFDIU UTC Time,UTC Time value from CFDIU for Maintenance.,CIO, -,Real,NA,Hazardous (B),,,High-precision Float,
1684,cmioXADCSelectedUncorrectedAlt,,Yes,ADC Selected Uncorrected Altitude,Uncorrected Altitude value from Selected ADC.,CIO,ft,Real,1,Hazardous (B),,,High-precision Float,
2055,cmioXADCSelectedUncorrectedAlt,,No,Uncorrected Baro Altitude (xpdr),,,,,,Hazardous (B),,,High-precision Float,
